feature,TP_SHAP_Dir,FP_SHAP_Dir,FN_SHAP_Dir,FP_minus_TP,FN_minus_TP
network_fragmented-packets,-0.0002753801629953947,0.001348129809020042,0.01162125689543189,0.0016235099720154366,0.011896637058427285
network_header-length_std_deviation,0.0003530433584589989,-0.001728331736890878,-0.014898704101452243,-0.0020813750953498768,-0.015251747459911242
network_interval-packets,-0.0006888955731128258,0.003372503840920735,0.02907192857389593,0.004061399414033561,0.029760824147008758
network_ip-flags_min,-0.0007831926213285402,0.0038341371707126407,0.03305133729337607,0.004617329792041181,0.033834529914704606
network_ip-flags_std_deviation,-6.31987998957478e-05,0.0003093911526051907,0.002667038471771705,0.00037258995250093847,0.002730237271667453
network_mss_min,0.00052405262601434,-0.002565511469455331,-0.022115428095451386,-0.0030895640954696707,-0.022639480721465727
network_mss_std_deviation,0.0008303610381970738,-0.004065051221067891,-0.03504188114307672,-0.0048954122592649646,-0.03587224218127379
network_packet-size_min,0.00010321013466869283,-0.000505267545876804,-0.004355547894773591,-0.0006084776805454969,-0.004458758029442284
